dataset,original_feature_index,feature_index,p_x1_y0,p_x1_y1,diff,abs_diff
CHEMBL2973,65,65,182.44736842105263,224.94736842105263,42.5,42.5
CHEMBL2973,152,152,419.4171184210528,391.6694210526317,-27.747697368421086,27.747697368421086
CHEMBL2973,63,63,300.86842105263156,327.2368421052632,26.368421052631618,26.368421052631618
CHEMBL2973,82,82,21.94736842105263,32.8421052631579,10.894736842105267,10.894736842105267
CHEMBL2973,67,67,28.526315789473685,34.73684210526316,6.210526315789473,6.210526315789473
CHEMBL2973,92,92,7.105263157894737,10.736842105263158,3.6315789473684204,3.6315789473684204
CHEMBL2973,127,127,9.444289596950478,6.158711969031581,-3.2855776279188973,3.2855776279188973
CHEMBL2973,147,147,9.519743588304976,6.2666827742034386,-3.253060814101538,3.253060814101538
CHEMBL2973,48,48,12.764511872681194,10.119374447437183,-2.6451374252440107,2.6451374252440107
CHEMBL2973,62,62,71.28947368421052,72.8157894736842,1.526315789473685,1.526315789473685
CHEMBL4822,73,73,27674.887218045114,25966.736842105263,-1708.150375939851,1708.150375939851
CHEMBL4822,72,72,961.7894736842105,1102.3308270676691,140.5413533834586,140.5413533834586
CHEMBL4822,66,66,2831.7293233082705,2767.3984962406016,-64.3308270676689,64.3308270676689
CHEMBL4822,65,65,182.2406015037594,207.48872180451127,25.24812030075188,25.24812030075188
CHEMBL4822,152,152,419.8009699248122,435.6373308270679,15.836360902255706,15.836360902255706
CHEMBL4822,71,71,736.1654135338346,748.3157894736842,12.150375939849596,12.150375939849596
CHEMBL4822,92,92,4.87218045112782,13.533834586466165,8.661654135338345,8.661654135338345
CHEMBL4822,48,48,12.566599295826803,9.040726981983576,-3.5258723138432266,3.5258723138432266
CHEMBL4822,54,54,0.14816980499908267,3.159465928028378,3.0112961230292954,3.0112961230292954
CHEMBL4822,82,82,23.097744360902254,20.571428571428573,-2.5263157894736814,2.5263157894736814
CHEMBL4822,63,63,299.38345864661653,301.23308270676694,1.8496240601504041,1.8496240601504041
CHEMBL4822,78,78,146.01503759398497,144.796992481203,-1.2180451127819651,1.2180451127819651
CHEMBL4822,40,40,12.250095768890588,11.38167763472145,-0.8684181341691382,0.8684181341691382
CHEMBL4822,156,156,5.87218045112782,5.105263157894737,-0.7669172932330826,0.7669172932330826
CHEMBL4822,155,155,0.7593984962406015,1.4962406015037595,0.736842105263158,0.736842105263158
