dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,10,GCN,T_K,6,73.75,82.8,0:02:55.194612
CHEMBL4822,266,10,GCN,T_K,7,71.25,83.33,0:03:24.378848
CHEMBL4822,266,10,GCN,T_K,8,70.0,83.33,0:03:53.696237
CHEMBL4822,266,10,GCN,T_K,9,71.25,82.26,0:04:22.857022
CHEMBL4822,266,10,GCN,T_K,10,72.5,82.26,0:04:52.066454
CHEMBL4822,266,10,GCN,T_K,11,68.75,80.65,0:05:21.249444
CHEMBL4822,266,10,GCN,T_K,12,68.75,80.65,0:05:50.438462
CHEMBL4822,266,10,GCN,T_K,13,71.25,82.8,0:06:19.650129
CHEMBL4822,266,10,GCN,T_K,14,71.25,81.72,0:06:48.982884
CHEMBL4822,266,10,GCN,T_K,15,70.0,83.33,0:07:18.234671
