dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,5,GCN,T_K,9,85.48,85.21,0:03:21.197175
CHEMBL218,204,5,GCN,T_K,10,80.65,83.1,0:03:43.711753
CHEMBL218,204,5,GCN,T_K,11,82.26,85.21,0:04:06.109516
CHEMBL218,204,5,GCN,T_K,12,82.26,83.8,0:04:28.480092
CHEMBL218,204,5,GCN,T_K,13,83.87,83.8,0:04:50.811200
CHEMBL218,204,5,GCN,T_K,14,83.87,84.51,0:05:13.165211
CHEMBL218,204,5,GCN,T_K,15,83.87,84.51,0:05:35.526837
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,6,GCN,T_K,1,59.68,57.04,0:00:22.337337
CHEMBL218,204,6,GCN,T_K,2,67.74,67.61,0:00:44.681733
CHEMBL218,204,6,GCN,T_K,3,67.74,66.9,0:01:07.094943
CHEMBL218,204,6,GCN,T_K,4,66.13,75.35,0:01:29.411301
CHEMBL218,204,6,GCN,T_K,5,80.65,80.99,0:01:51.715756
CHEMBL218,204,6,GCN,T_K,6,80.65,80.99,0:02:14.008301
CHEMBL218,204,6,GCN,T_K,7,79.03,83.1,0:02:36.344120
CHEMBL218,204,6,GCN,T_K,8,80.65,83.8,0:02:58.672047
CHEMBL218,204,6,GCN,T_K,9,80.65,83.8,0:03:21.046420
CHEMBL218,204,6,GCN,T_K,10,79.03,84.51,0:03:43.372053
CHEMBL218,204,6,GCN,T_K,11,80.65,84.51,0:04:05.827518
CHEMBL218,204,6,GCN,T_K,12,80.65,84.51,0:04:28.112864
CHEMBL218,204,6,GCN,T_K,13,80.65,83.8,0:04:50.469667
CHEMBL218,204,6,GCN,T_K,14,79.03,81.69,0:05:12.805035
CHEMBL218,204,6,GCN,T_K,15,80.65,82.39,0:05:35.160752
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,7,GCN,T_K,1,61.29,65.49,0:00:22.326110
CHEMBL218,204,7,GCN,T_K,2,67.74,64.08,0:00:44.668947
CHEMBL218,204,7,GCN,T_K,3,77.42,78.87,0:01:07.060755
CHEMBL218,204,7,GCN,T_K,4,87.1,78.87,0:01:29.557632
CHEMBL218,204,7,GCN,T_K,5,83.87,78.87,0:01:51.947661
CHEMBL218,204,7,GCN,T_K,6,90.32,78.87,0:02:14.369522
CHEMBL218,204,7,GCN,T_K,7,90.32,77.46,0:02:36.789583
CHEMBL218,204,7,GCN,T_K,8,90.32,81.69,0:02:59.212623
CHEMBL218,204,7,GCN,T_K,9,90.32,81.69,0:03:21.641469
CHEMBL218,204,7,GCN,T_K,10,90.32,85.21,0:03:44.043833
CHEMBL218,204,7,GCN,T_K,11,90.32,83.8,0:04:06.419927
CHEMBL218,204,7,GCN,T_K,12,90.32,84.51,0:04:28.936093
CHEMBL218,204,7,GCN,T_K,13,88.71,85.92,0:04:51.320562
CHEMBL218,204,7,GCN,T_K,14,90.32,86.62,0:05:13.691541
CHEMBL218,204,7,GCN,T_K,15,85.48,86.62,0:05:36.044460
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,8,GCN,T_K,1,51.61,65.49,0:00:22.387606
CHEMBL218,204,8,GCN,T_K,2,51.61,68.31,0:00:44.781335
CHEMBL218,204,8,GCN,T_K,3,58.06,70.42,0:01:07.167807
CHEMBL218,204,8,GCN,T_K,4,62.9,68.31,0:01:29.562487
CHEMBL218,204,8,GCN,T_K,5,70.97,71.83,0:01:52.111741
CHEMBL218,204,8,GCN,T_K,6,70.97,80.28,0:02:14.548617
CHEMBL218,204,8,GCN,T_K,7,79.03,83.1,0:02:37.045533
CHEMBL218,204,8,GCN,T_K,8,82.26,83.8,0:02:59.503200
CHEMBL218,204,8,GCN,T_K,9,75.81,82.39,0:03:21.997228
CHEMBL218,204,8,GCN,T_K,10,77.42,83.8,0:03:44.520747
CHEMBL218,204,8,GCN,T_K,11,77.42,82.39,0:04:06.992791
CHEMBL218,204,8,GCN,T_K,12,79.03,83.1,0:04:29.469172
CHEMBL218,204,8,GCN,T_K,13,82.26,85.92,0:04:51.844798
CHEMBL218,204,8,GCN,T_K,14,80.65,86.62,0:05:14.125164
CHEMBL218,204,8,GCN,T_K,15,79.03,87.32,0:05:36.418707
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,9,GCN,T_K,1,53.23,45.77,0:00:22.229403
CHEMBL218,204,9,GCN,T_K,2,54.84,50.0,0:00:44.515743
CHEMBL218,204,9,GCN,T_K,3,74.19,67.61,0:01:06.818145
CHEMBL218,204,9,GCN,T_K,4,74.19,66.9,0:01:29.140501
CHEMBL218,204,9,GCN,T_K,5,75.81,66.9,0:01:51.558758
CHEMBL218,204,9,GCN,T_K,6,82.26,75.35,0:02:14.052902
CHEMBL218,204,9,GCN,T_K,7,79.03,78.17,0:02:36.477733
CHEMBL218,204,9,GCN,T_K,8,82.26,79.58,0:02:58.836727
CHEMBL218,204,9,GCN,T_K,9,83.87,80.28,0:03:21.221340
CHEMBL218,204,9,GCN,T_K,10,88.71,80.28,0:03:43.639291
CHEMBL218,204,9,GCN,T_K,11,85.48,83.1,0:04:06.021741
CHEMBL218,204,9,GCN,T_K,12,83.87,82.39,0:04:28.396068
CHEMBL218,204,9,GCN,T_K,13,79.03,86.62,0:04:50.815748
CHEMBL218,204,9,GCN,T_K,14,79.03,85.92,0:05:13.190386
CHEMBL218,204,9,GCN,T_K,15,79.03,83.8,0:05:35.666647
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,10,GCN,T_K,1,62.9,62.68,0:00:22.398604
CHEMBL218,204,10,GCN,T_K,2,62.9,60.56,0:00:44.834896
CHEMBL218,204,10,GCN,T_K,3,64.52,76.76,0:01:07.265660
CHEMBL218,204,10,GCN,T_K,4,69.35,80.28,0:01:29.684490
CHEMBL218,204,10,GCN,T_K,5,75.81,83.8,0:01:52.105336
CHEMBL218,204,10,GCN,T_K,6,75.81,85.21,0:02:14.459334
CHEMBL218,204,10,GCN,T_K,7,74.19,83.8,0:02:36.888892
CHEMBL218,204,10,GCN,T_K,8,77.42,85.92,0:02:59.362743
CHEMBL218,204,10,GCN,T_K,9,75.81,85.92,0:03:21.708519
CHEMBL218,204,10,GCN,T_K,10,77.42,86.62,0:03:44.100291
CHEMBL218,204,10,GCN,T_K,11,75.81,86.62,0:04:06.429524
CHEMBL218,204,10,GCN,T_K,12,75.81,84.51,0:04:28.852998
CHEMBL218,204,10,GCN,T_K,13,82.26,87.32,0:04:51.275354
CHEMBL218,204,10,GCN,T_K,14,82.26,88.03,0:05:13.657207
CHEMBL218,204,10,GCN,T_K,15,82.26,88.03,0:05:35.990851
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,1,GCN,T_K,1,56.35,59.93,0:00:46.961232
CHEMBL220,418,1,GCN,T_K,2,58.73,66.78,0:01:33.783960
CHEMBL220,418,1,GCN,T_K,3,61.11,68.15,0:02:20.654486
CHEMBL220,418,1,GCN,T_K,4,57.94,68.84,0:03:07.627788
CHEMBL220,418,1,GCN,T_K,5,59.52,72.95,0:03:54.742050
CHEMBL220,418,1,GCN,T_K,6,57.94,73.97,0:04:41.549113
CHEMBL220,418,1,GCN,T_K,7,69.84,73.29,0:05:28.544237
CHEMBL220,418,1,GCN,T_K,8,68.25,72.26,0:06:15.444750
CHEMBL220,418,1,GCN,T_K,9,68.25,75.0,0:07:02.425597
CHEMBL220,418,1,GCN,T_K,10,68.25,75.34,0:07:49.189237
CHEMBL220,418,1,GCN,T_K,11,68.25,75.34,0:08:35.960273
CHEMBL220,418,1,GCN,T_K,12,68.25,75.68,0:09:22.724222
CHEMBL220,418,1,GCN,T_K,13,69.05,75.68,0:10:09.737679
CHEMBL220,418,1,GCN,T_K,14,68.25,75.34,0:10:56.596859
CHEMBL220,418,1,GCN,T_K,15,61.9,78.42,0:11:43.466287
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,2,GCN,T_K,1,65.87,60.62,0:00:46.963132
CHEMBL220,418,2,GCN,T_K,2,69.84,63.36,0:01:34.057007
CHEMBL220,418,2,GCN,T_K,3,73.81,71.92,0:02:20.984923
CHEMBL220,418,2,GCN,T_K,4,69.84,72.95,0:03:07.815926
CHEMBL220,418,2,GCN,T_K,5,70.63,73.29,0:03:54.735611
CHEMBL220,418,2,GCN,T_K,6,72.22,70.55,0:04:41.882794
CHEMBL220,418,2,GCN,T_K,7,70.63,71.58,0:05:28.960046
CHEMBL220,418,2,GCN,T_K,8,70.63,70.89,0:06:15.975730
CHEMBL220,418,2,GCN,T_K,9,73.81,72.6,0:07:02.979796
CHEMBL220,418,2,GCN,T_K,10,73.81,72.6,0:07:50.078229
CHEMBL220,418,2,GCN,T_K,11,73.81,72.6,0:08:37.046682
CHEMBL220,418,2,GCN,T_K,12,73.81,72.6,0:09:23.818871
CHEMBL220,418,2,GCN,T_K,13,73.81,72.95,0:10:10.671427
CHEMBL220,418,2,GCN,T_K,14,73.02,76.37,0:10:57.728616
CHEMBL220,418,2,GCN,T_K,15,71.43,75.34,0:11:45.121020
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,3,GCN,T_K,1,50.79,53.08,0:00:46.746897
CHEMBL220,418,3,GCN,T_K,2,53.17,59.25,0:01:33.490775
CHEMBL220,418,3,GCN,T_K,3,59.52,61.64,0:02:20.510854
CHEMBL220,418,3,GCN,T_K,4,60.32,61.99,0:03:07.771250
CHEMBL220,418,3,GCN,T_K,5,60.32,63.01,0:03:55.029507
CHEMBL220,418,3,GCN,T_K,6,61.11,62.67,0:04:42.138500
CHEMBL220,418,3,GCN,T_K,7,69.05,66.44,0:05:29.235520
CHEMBL220,418,3,GCN,T_K,8,65.08,68.49,0:06:16.264664
CHEMBL220,418,3,GCN,T_K,9,65.08,68.49,0:07:03.186950
CHEMBL220,418,3,GCN,T_K,10,67.46,70.89,0:07:50.059541
CHEMBL220,418,3,GCN,T_K,11,67.46,70.55,0:08:36.907061
CHEMBL220,418,3,GCN,T_K,12,68.25,71.58,0:09:24.021633
CHEMBL220,418,3,GCN,T_K,13,69.84,69.18,0:10:10.863168
CHEMBL220,418,3,GCN,T_K,14,67.46,70.89,0:10:57.803428
CHEMBL220,418,3,GCN,T_K,15,68.25,71.58,0:11:44.653022
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,4,GCN,T_K,1,68.25,66.44,0:00:47.031432
CHEMBL220,418,4,GCN,T_K,2,70.63,68.15,0:01:33.803777
CHEMBL220,418,4,GCN,T_K,3,64.29,67.12,0:02:20.714162
CHEMBL220,418,4,GCN,T_K,4,74.6,68.15,0:03:07.541987
CHEMBL220,418,4,GCN,T_K,5,73.81,68.84,0:03:54.882017
CHEMBL220,418,4,GCN,T_K,6,76.19,70.21,0:04:42.011593
CHEMBL220,418,4,GCN,T_K,7,76.19,70.21,0:05:29.163975
CHEMBL220,418,4,GCN,T_K,8,76.98,69.52,0:06:16.308374
CHEMBL220,418,4,GCN,T_K,9,75.4,69.18,0:07:03.606041
CHEMBL220,418,4,GCN,T_K,10,77.78,71.92,0:07:50.879380
CHEMBL220,418,4,GCN,T_K,11,77.78,70.89,0:08:38.039976
CHEMBL220,418,4,GCN,T_K,12,76.98,72.26,0:09:25.298956
CHEMBL220,418,4,GCN,T_K,13,78.57,71.92,0:10:12.548795
CHEMBL220,418,4,GCN,T_K,14,78.57,71.58,0:10:59.657759
CHEMBL220,418,4,GCN,T_K,15,78.57,70.55,0:11:46.602365
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,5,GCN,T_K,1,60.32,56.51,0:00:46.692827
CHEMBL220,418,5,GCN,T_K,2,74.6,66.1,0:01:33.463577
CHEMBL220,418,5,GCN,T_K,3,73.81,68.49,0:02:20.774850
CHEMBL220,418,5,GCN,T_K,4,74.6,68.15,0:03:07.735796
CHEMBL220,418,5,GCN,T_K,5,74.6,68.15,0:03:54.670886
CHEMBL220,418,5,GCN,T_K,6,80.16,72.6,0:04:41.512065
CHEMBL220,418,5,GCN,T_K,7,81.75,73.29,0:05:28.471223
CHEMBL220,418,5,GCN,T_K,8,81.75,73.29,0:06:15.261655
CHEMBL220,418,5,GCN,T_K,9,81.75,72.6,0:07:02.104180
CHEMBL220,418,5,GCN,T_K,10,81.75,72.6,0:07:48.866441
CHEMBL220,418,5,GCN,T_K,11,81.75,73.97,0:08:36.205499
CHEMBL220,418,5,GCN,T_K,12,80.95,75.0,0:09:23.432742
CHEMBL220,418,5,GCN,T_K,13,80.95,75.68,0:10:10.423869
CHEMBL220,418,5,GCN,T_K,14,81.75,75.34,0:10:57.566494
CHEMBL220,418,5,GCN,T_K,15,80.95,74.66,0:11:44.807185
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,6,GCN,T_K,1,50.0,49.32,0:00:47.118598
CHEMBL220,418,6,GCN,T_K,2,52.38,52.4,0:01:34.186252
CHEMBL220,418,6,GCN,T_K,3,63.49,66.44,0:02:21.228620
CHEMBL220,418,6,GCN,T_K,4,65.87,68.15,0:03:08.208063
CHEMBL220,418,6,GCN,T_K,5,67.46,69.86,0:03:55.243985
CHEMBL220,418,6,GCN,T_K,6,73.81,70.21,0:04:42.061418
CHEMBL220,418,6,GCN,T_K,7,73.81,70.89,0:05:28.810744
CHEMBL220,418,6,GCN,T_K,8,69.05,70.55,0:06:15.547166
CHEMBL220,418,6,GCN,T_K,9,67.46,72.26,0:07:02.533334
CHEMBL220,418,6,GCN,T_K,10,74.6,76.71,0:07:49.350912
CHEMBL220,418,6,GCN,T_K,11,72.22,75.34,0:08:36.156758
CHEMBL220,418,6,GCN,T_K,12,69.84,75.34,0:09:23.095356
CHEMBL220,418,6,GCN,T_K,13,71.43,78.08,0:10:10.491584
CHEMBL220,418,6,GCN,T_K,14,70.63,74.66,0:10:57.729837
CHEMBL220,418,6,GCN,T_K,15,71.43,74.66,0:11:44.960504
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,7,GCN,T_K,1,60.32,58.22,0:00:47.105354
CHEMBL220,418,7,GCN,T_K,2,60.32,58.22,0:01:34.420167
CHEMBL220,418,7,GCN,T_K,3,65.87,69.52,0:02:21.217072
CHEMBL220,418,7,GCN,T_K,4,69.05,70.55,0:03:08.059986
CHEMBL220,418,7,GCN,T_K,5,71.43,67.47,0:03:54.807402
CHEMBL220,418,7,GCN,T_K,6,65.87,71.58,0:04:41.745768
CHEMBL220,418,7,GCN,T_K,7,71.43,72.26,0:05:28.535045
CHEMBL220,418,7,GCN,T_K,8,70.63,72.26,0:06:15.509641
CHEMBL220,418,7,GCN,T_K,9,70.63,69.18,0:07:02.655338
CHEMBL220,418,7,GCN,T_K,10,70.63,68.49,0:07:50.082726
CHEMBL220,418,7,GCN,T_K,11,70.63,68.49,0:08:36.962591
CHEMBL220,418,7,GCN,T_K,12,70.63,68.15,0:09:23.754826
CHEMBL220,418,7,GCN,T_K,13,71.43,72.95,0:10:10.652830
CHEMBL220,418,7,GCN,T_K,14,63.49,67.81,0:10:57.961869
CHEMBL220,418,7,GCN,T_K,15,72.22,71.23,0:11:45.180700
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,8,GCN,T_K,1,53.97,59.59,0:00:47.211700
CHEMBL220,418,8,GCN,T_K,2,67.46,66.1,0:01:34.491113
CHEMBL220,418,8,GCN,T_K,3,68.25,66.44,0:02:21.818622
CHEMBL220,418,8,GCN,T_K,4,76.19,68.84,0:03:09.074307
CHEMBL220,418,8,GCN,T_K,5,76.19,68.15,0:03:56.039116
CHEMBL220,418,8,GCN,T_K,6,75.4,71.58,0:04:43.092489
CHEMBL220,418,8,GCN,T_K,7,77.78,71.58,0:05:29.899279
CHEMBL220,418,8,GCN,T_K,8,76.98,71.58,0:06:17.047422
CHEMBL220,418,8,GCN,T_K,9,76.19,72.6,0:07:04.159097
CHEMBL220,418,8,GCN,T_K,10,74.6,71.92,0:07:51.333987
CHEMBL220,418,8,GCN,T_K,11,70.63,67.81,0:08:38.576874
CHEMBL220,418,8,GCN,T_K,12,73.81,70.21,0:09:25.513961
CHEMBL220,418,8,GCN,T_K,13,75.4,70.89,0:10:12.432749
CHEMBL220,418,8,GCN,T_K,14,74.6,70.55,0:10:59.461585
CHEMBL220,418,8,GCN,T_K,15,73.81,70.21,0:11:46.636801
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,9,GCN,T_K,1,60.32,57.88,0:00:47.329312
CHEMBL220,418,9,GCN,T_K,2,59.52,57.19,0:01:34.383844
CHEMBL220,418,9,GCN,T_K,3,61.9,58.22,0:02:21.449441
CHEMBL220,418,9,GCN,T_K,4,63.49,63.01,0:03:08.468913
CHEMBL220,418,9,GCN,T_K,5,69.05,68.15,0:03:55.630518
CHEMBL220,418,9,GCN,T_K,6,70.63,67.81,0:04:42.720143
CHEMBL220,418,9,GCN,T_K,7,73.81,67.81,0:05:29.801120
CHEMBL220,418,9,GCN,T_K,8,74.6,67.12,0:06:17.015565
CHEMBL220,418,9,GCN,T_K,9,72.22,67.81,0:07:04.335345
CHEMBL220,418,9,GCN,T_K,10,73.02,67.81,0:07:51.247267
CHEMBL220,418,9,GCN,T_K,11,73.02,67.81,0:08:38.484809
CHEMBL220,418,9,GCN,T_K,12,73.02,68.15,0:09:25.772857
CHEMBL220,418,9,GCN,T_K,13,73.81,70.55,0:10:13.125579
CHEMBL220,418,9,GCN,T_K,14,75.4,71.92,0:11:00.476219
CHEMBL220,418,9,GCN,T_K,15,74.6,72.6,0:11:47.724346
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,10,GCN,T_K,1,47.62,52.4,0:00:47.033794
CHEMBL220,418,10,GCN,T_K,2,63.49,58.9,0:01:34.037699
CHEMBL220,418,10,GCN,T_K,3,65.08,60.62,0:02:21.001574
CHEMBL220,418,10,GCN,T_K,4,72.22,64.38,0:03:07.861390
CHEMBL220,418,10,GCN,T_K,5,76.98,69.18,0:03:54.833896
CHEMBL220,418,10,GCN,T_K,6,76.98,69.86,0:04:41.899661
CHEMBL220,418,10,GCN,T_K,7,76.19,68.84,0:05:29.101964
CHEMBL220,418,10,GCN,T_K,8,73.81,71.92,0:06:15.853067
CHEMBL220,418,10,GCN,T_K,9,73.81,71.58,0:07:02.875641
CHEMBL220,418,10,GCN,T_K,10,78.57,70.89,0:07:49.868039
CHEMBL220,418,10,GCN,T_K,11,79.37,71.23,0:08:37.116739
CHEMBL220,418,10,GCN,T_K,12,79.37,72.6,0:09:24.290253
CHEMBL220,418,10,GCN,T_K,13,79.37,72.6,0:10:11.566701
CHEMBL220,418,10,GCN,T_K,14,79.37,72.95,0:10:58.712805
CHEMBL220,418,10,GCN,T_K,15,77.78,72.6,0:11:45.744759
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,1,GCN,T_K,1,62.14,66.95,0:00:37.469002
CHEMBL230,342,1,GCN,T_K,2,66.99,66.11,0:01:14.972648
CHEMBL230,342,1,GCN,T_K,3,64.08,65.69,0:01:57.102065
CHEMBL230,342,1,GCN,T_K,4,66.02,66.53,0:02:36.305391
CHEMBL230,342,1,GCN,T_K,5,74.76,72.8,0:03:14.091854
CHEMBL230,342,1,GCN,T_K,6,76.7,75.31,0:03:51.675471
CHEMBL230,342,1,GCN,T_K,7,75.73,74.9,0:04:28.953934
CHEMBL230,342,1,GCN,T_K,8,76.7,74.48,0:05:06.029452
CHEMBL230,342,1,GCN,T_K,9,72.82,75.73,0:05:43.112953
CHEMBL230,342,1,GCN,T_K,10,72.82,75.73,0:06:20.304437
CHEMBL230,342,1,GCN,T_K,11,72.82,76.15,0:06:57.644719
CHEMBL230,342,1,GCN,T_K,12,72.82,75.73,0:07:35.322543
CHEMBL230,342,1,GCN,T_K,13,77.67,81.59,0:08:12.930752
CHEMBL230,342,1,GCN,T_K,14,77.67,81.59,0:08:49.971888
CHEMBL230,342,1,GCN,T_K,15,78.64,81.17,0:09:27.224495
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,2,GCN,T_K,1,64.08,59.0,0:00:37.024161
CHEMBL230,342,2,GCN,T_K,2,63.11,59.83,0:01:14.159479
CHEMBL230,342,2,GCN,T_K,3,62.14,62.34,0:01:51.241650
CHEMBL230,342,2,GCN,T_K,4,64.08,61.92,0:02:28.332755
CHEMBL230,342,2,GCN,T_K,5,62.14,62.76,0:03:05.521051
CHEMBL230,342,2,GCN,T_K,6,63.11,63.6,0:03:42.880608
CHEMBL230,342,2,GCN,T_K,7,71.84,71.97,0:04:19.993335
CHEMBL230,342,2,GCN,T_K,8,70.87,69.87,0:04:57.192226
CHEMBL230,342,2,GCN,T_K,9,71.84,69.87,0:05:34.321990
CHEMBL230,342,2,GCN,T_K,10,71.84,69.04,0:06:11.543873
CHEMBL230,342,2,GCN,T_K,11,71.84,71.55,0:06:48.688400
CHEMBL230,342,2,GCN,T_K,12,70.87,70.29,0:07:25.849280
CHEMBL230,342,2,GCN,T_K,13,69.9,69.46,0:08:02.984927
CHEMBL230,342,2,GCN,T_K,14,70.87,69.46,0:08:40.562477
CHEMBL230,342,2,GCN,T_K,15,73.79,72.8,0:09:17.837734
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,3,GCN,T_K,1,65.05,62.76,0:00:37.494036
CHEMBL230,342,3,GCN,T_K,2,70.87,67.78,0:01:15.101266
CHEMBL230,342,3,GCN,T_K,3,70.87,67.78,0:01:52.793896
CHEMBL230,342,3,GCN,T_K,4,70.87,67.36,0:02:30.433170
CHEMBL230,342,3,GCN,T_K,5,69.9,64.02,0:03:08.155806
CHEMBL230,342,3,GCN,T_K,6,72.82,73.64,0:03:45.695060
CHEMBL230,342,3,GCN,T_K,7,73.79,75.73,0:04:22.847418
CHEMBL230,342,3,GCN,T_K,8,72.82,74.9,0:05:00.361068
CHEMBL230,342,3,GCN,T_K,9,76.7,76.15,0:05:37.978849
CHEMBL230,342,3,GCN,T_K,10,75.73,75.31,0:06:15.489746
CHEMBL230,342,3,GCN,T_K,11,75.73,76.57,0:06:52.951553
CHEMBL230,342,3,GCN,T_K,12,75.73,75.31,0:07:30.232034
CHEMBL230,342,3,GCN,T_K,13,76.7,74.9,0:08:07.437541
CHEMBL230,342,3,GCN,T_K,14,73.79,76.15,0:08:44.547818
CHEMBL230,342,3,GCN,T_K,15,73.79,76.15,0:09:21.762006
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,4,GCN,T_K,1,60.19,69.87,0:00:37.116086
CHEMBL230,342,4,GCN,T_K,2,60.19,69.87,0:01:14.231618
CHEMBL230,342,4,GCN,T_K,3,59.22,72.38,0:01:51.319013
CHEMBL230,342,4,GCN,T_K,4,58.25,73.22,0:02:28.986442
CHEMBL230,342,4,GCN,T_K,5,66.02,74.9,0:03:06.122373
CHEMBL230,342,4,GCN,T_K,6,66.99,74.9,0:03:43.206801
CHEMBL230,342,4,GCN,T_K,7,66.02,74.48,0:04:20.344616
CHEMBL230,342,4,GCN,T_K,8,65.05,75.31,0:04:57.393177
CHEMBL230,342,4,GCN,T_K,9,65.05,75.73,0:05:34.567216
CHEMBL230,342,4,GCN,T_K,10,63.11,75.31,0:06:11.847629
CHEMBL230,342,4,GCN,T_K,11,65.05,75.73,0:06:48.971276
CHEMBL230,342,4,GCN,T_K,12,66.02,75.73,0:07:26.661523
CHEMBL230,342,4,GCN,T_K,13,66.02,76.57,0:08:04.150651
CHEMBL230,342,4,GCN,T_K,14,66.99,78.24,0:08:41.297453
CHEMBL230,342,4,GCN,T_K,15,66.02,77.82,0:09:18.861323
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,5,GCN,T_K,1,66.99,63.18,0:00:37.108602
CHEMBL230,342,5,GCN,T_K,2,66.99,62.76,0:01:14.256247
CHEMBL230,342,5,GCN,T_K,3,66.02,67.36,0:01:51.377288
CHEMBL230,342,5,GCN,T_K,4,70.87,70.71,0:02:28.469120
CHEMBL230,342,5,GCN,T_K,5,70.87,71.13,0:03:05.744185
CHEMBL230,342,5,GCN,T_K,6,72.82,74.06,0:03:42.841693
CHEMBL230,342,5,GCN,T_K,7,74.76,72.8,0:04:19.974047
CHEMBL230,342,5,GCN,T_K,8,74.76,73.64,0:04:57.144507
CHEMBL230,342,5,GCN,T_K,9,76.7,75.31,0:05:34.320784
CHEMBL230,342,5,GCN,T_K,10,76.7,76.99,0:06:11.568238
CHEMBL230,342,5,GCN,T_K,11,76.7,76.57,0:06:48.777710
CHEMBL230,342,5,GCN,T_K,12,78.64,76.57,0:07:26.362771
CHEMBL230,342,5,GCN,T_K,13,79.61,76.99,0:08:03.504505
CHEMBL230,342,5,GCN,T_K,14,78.64,77.82,0:08:40.679616
CHEMBL230,342,5,GCN,T_K,15,80.58,76.57,0:09:18.276877
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,6,GCN,T_K,1,65.05,73.22,0:00:37.104932
CHEMBL230,342,6,GCN,T_K,2,65.05,73.64,0:01:14.265714
CHEMBL230,342,6,GCN,T_K,3,63.11,72.38,0:01:51.404270
CHEMBL230,342,6,GCN,T_K,4,65.05,71.55,0:02:28.608347
CHEMBL230,342,6,GCN,T_K,5,66.02,69.46,0:03:05.831076
CHEMBL230,342,6,GCN,T_K,6,70.87,73.64,0:03:42.993505
CHEMBL230,342,6,GCN,T_K,7,69.9,75.73,0:04:20.136134
CHEMBL230,342,6,GCN,T_K,8,71.84,76.99,0:04:57.342537
CHEMBL230,342,6,GCN,T_K,9,70.87,76.99,0:05:34.564899
CHEMBL230,342,6,GCN,T_K,10,70.87,77.41,0:06:11.858602
CHEMBL230,342,6,GCN,T_K,11,70.87,79.08,0:06:49.054327
CHEMBL230,342,6,GCN,T_K,12,70.87,76.57,0:07:26.262337
CHEMBL230,342,6,GCN,T_K,13,73.79,71.55,0:08:03.571106
CHEMBL230,342,6,GCN,T_K,14,73.79,71.13,0:08:41.080143
CHEMBL230,342,6,GCN,T_K,15,74.76,72.8,0:09:18.691719
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,7,GCN,T_K,1,41.75,56.07,0:00:37.233034
CHEMBL230,342,7,GCN,T_K,2,60.19,68.2,0:01:14.398105
CHEMBL230,342,7,GCN,T_K,3,66.02,74.06,0:01:51.616085
CHEMBL230,342,7,GCN,T_K,4,66.02,74.06,0:02:28.750230
CHEMBL230,342,7,GCN,T_K,5,69.9,75.73,0:03:06.028076
CHEMBL230,342,7,GCN,T_K,6,73.79,77.82,0:03:43.189528
CHEMBL230,342,7,GCN,T_K,7,73.79,77.82,0:04:20.377707
CHEMBL230,342,7,GCN,T_K,8,74.76,77.82,0:04:57.575905
CHEMBL230,342,7,GCN,T_K,9,72.82,76.99,0:05:34.836570
CHEMBL230,342,7,GCN,T_K,10,72.82,76.99,0:06:12.118234
CHEMBL230,342,7,GCN,T_K,11,72.82,76.57,0:06:49.227703
CHEMBL230,342,7,GCN,T_K,12,69.9,75.73,0:07:26.405410
CHEMBL230,342,7,GCN,T_K,13,70.87,76.57,0:08:03.604459
CHEMBL230,342,7,GCN,T_K,14,70.87,75.31,0:08:40.809155
CHEMBL230,342,7,GCN,T_K,15,70.87,76.15,0:09:18.137555
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,8,GCN,T_K,1,54.37,57.74,0:00:37.451295
CHEMBL230,342,8,GCN,T_K,2,55.34,56.07,0:01:14.591619
