dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,1,GCN,T_K,1,65.6,68.51,0:00:52.698595
CHEMBL1163125,414,1,GCN,T_K,2,71.2,70.59,0:01:42.451936
CHEMBL1163125,414,1,GCN,T_K,3,77.6,71.28,0:02:28.880462
CHEMBL1163125,414,1,GCN,T_K,4,76.0,70.59,0:03:15.418107
CHEMBL1163125,414,1,GCN,T_K,5,77.6,75.09,0:04:01.785844
CHEMBL1163125,414,1,GCN,T_K,6,76.8,76.47,0:04:48.252871
CHEMBL1163125,414,1,GCN,T_K,7,76.8,75.09,0:05:34.911130
CHEMBL1163125,414,1,GCN,T_K,8,79.2,79.24,0:06:21.635707
CHEMBL1163125,414,1,GCN,T_K,9,80.0,83.04,0:07:08.301589
CHEMBL1163125,414,1,GCN,T_K,10,81.6,83.04,0:07:54.891107
CHEMBL1163125,414,1,GCN,T_K,11,81.6,83.04,0:08:41.529055
CHEMBL1163125,414,1,GCN,T_K,12,81.6,83.39,0:09:28.064125
CHEMBL1163125,414,1,GCN,T_K,13,80.8,83.04,0:10:14.671083
CHEMBL1163125,414,1,GCN,T_K,14,80.0,82.7,0:11:01.182856
CHEMBL1163125,414,1,GCN,T_K,15,80.0,84.08,0:11:47.829999
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,2,GCN,T_K,1,52.8,64.01,0:00:46.480113
CHEMBL1163125,414,2,GCN,T_K,2,61.6,66.44,0:01:33.184534
CHEMBL1163125,414,2,GCN,T_K,3,76.0,73.01,0:02:19.689993
CHEMBL1163125,414,2,GCN,T_K,4,72.0,74.05,0:03:06.308523
CHEMBL1163125,414,2,GCN,T_K,5,72.0,73.7,0:03:52.806650
CHEMBL1163125,414,2,GCN,T_K,6,72.0,73.36,0:04:39.416241
CHEMBL1163125,414,2,GCN,T_K,7,73.6,73.7,0:05:25.932385
CHEMBL1163125,414,2,GCN,T_K,8,73.6,73.7,0:06:12.573559
CHEMBL1163125,414,2,GCN,T_K,9,75.2,72.66,0:06:59.165853
CHEMBL1163125,414,2,GCN,T_K,10,76.8,71.97,0:07:45.930402
CHEMBL1163125,414,2,GCN,T_K,11,78.4,73.36,0:08:32.528014
CHEMBL1163125,414,2,GCN,T_K,12,79.2,73.7,0:09:19.135365
CHEMBL1163125,414,2,GCN,T_K,13,79.2,74.05,0:10:05.622089
CHEMBL1163125,414,2,GCN,T_K,14,79.2,75.09,0:10:52.233280
CHEMBL1163125,414,2,GCN,T_K,15,78.4,75.43,0:11:38.747503
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,3,GCN,T_K,1,60.8,58.48,0:00:46.450899
CHEMBL1163125,414,3,GCN,T_K,2,58.4,58.13,0:01:32.944905
CHEMBL1163125,414,3,GCN,T_K,3,61.6,68.51,0:02:19.620695
CHEMBL1163125,414,3,GCN,T_K,4,61.6,69.2,0:03:06.207638
CHEMBL1163125,414,3,GCN,T_K,5,64.8,68.86,0:03:52.838928
CHEMBL1163125,414,3,GCN,T_K,6,73.6,77.16,0:04:39.391659
CHEMBL1163125,414,3,GCN,T_K,7,74.4,76.82,0:05:25.983887
CHEMBL1163125,414,3,GCN,T_K,8,74.4,76.82,0:06:12.828512
CHEMBL1163125,414,3,GCN,T_K,9,75.2,75.78,0:06:59.401806
CHEMBL1163125,414,3,GCN,T_K,10,74.4,76.12,0:07:45.970041
CHEMBL1163125,414,3,GCN,T_K,11,75.2,76.82,0:08:32.747327
CHEMBL1163125,414,3,GCN,T_K,12,76.8,76.47,0:09:19.841199
CHEMBL1163125,414,3,GCN,T_K,13,79.2,78.89,0:10:06.880537
CHEMBL1163125,414,3,GCN,T_K,14,80.8,77.51,0:10:53.961836
CHEMBL1163125,414,3,GCN,T_K,15,82.4,77.16,0:11:40.692557
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,4,GCN,T_K,1,55.2,58.82,0:00:46.982719
CHEMBL1163125,414,4,GCN,T_K,2,70.4,69.55,0:01:33.894686
CHEMBL1163125,414,4,GCN,T_K,3,76.8,70.93,0:02:20.563311
CHEMBL1163125,414,4,GCN,T_K,4,72.0,74.05,0:03:07.174884
CHEMBL1163125,414,4,GCN,T_K,5,72.8,74.74,0:03:54.183451
CHEMBL1163125,414,4,GCN,T_K,6,73.6,75.09,0:04:40.785461
CHEMBL1163125,414,4,GCN,T_K,7,80.8,75.78,0:05:27.562962
CHEMBL1163125,414,4,GCN,T_K,8,82.4,77.51,0:06:14.437371
CHEMBL1163125,414,4,GCN,T_K,9,84.0,77.51,0:07:01.486435
CHEMBL1163125,414,4,GCN,T_K,10,82.4,76.82,0:07:48.459245
CHEMBL1163125,414,4,GCN,T_K,11,82.4,78.89,0:08:35.162723
CHEMBL1163125,414,4,GCN,T_K,12,83.2,78.89,0:09:21.902385
CHEMBL1163125,414,4,GCN,T_K,13,83.2,79.24,0:10:08.717974
CHEMBL1163125,414,4,GCN,T_K,14,84.8,78.2,0:10:55.395158
CHEMBL1163125,414,4,GCN,T_K,15,84.0,77.51,0:11:42.167700
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,5,GCN,T_K,1,71.2,66.09,0:00:46.487866
CHEMBL1163125,414,5,GCN,T_K,2,72.0,73.7,0:01:33.042530
CHEMBL1163125,414,5,GCN,T_K,3,75.2,73.7,0:02:19.942567
CHEMBL1163125,414,5,GCN,T_K,4,74.4,74.74,0:03:06.800992
CHEMBL1163125,414,5,GCN,T_K,5,76.0,73.36,0:03:53.721218
CHEMBL1163125,414,5,GCN,T_K,6,74.4,75.43,0:04:40.575960
CHEMBL1163125,414,5,GCN,T_K,7,78.4,79.24,0:05:27.640324
CHEMBL1163125,414,5,GCN,T_K,8,77.6,82.7,0:06:14.477476
CHEMBL1163125,414,5,GCN,T_K,9,78.4,81.31,0:07:01.369134
CHEMBL1163125,414,5,GCN,T_K,10,77.6,79.93,0:07:47.969903
CHEMBL1163125,414,5,GCN,T_K,11,77.6,80.62,0:08:34.675631
CHEMBL1163125,414,5,GCN,T_K,12,76.8,79.24,0:09:21.372848
CHEMBL1163125,414,5,GCN,T_K,13,79.2,79.93,0:10:08.039532
CHEMBL1163125,414,5,GCN,T_K,14,78.4,80.28,0:10:55.048498
CHEMBL1163125,414,5,GCN,T_K,15,76.8,79.24,0:11:41.876120
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,6,GCN,T_K,1,53.6,59.17,0:00:46.612572
CHEMBL1163125,414,6,GCN,T_K,2,68.0,68.51,0:01:33.301697
CHEMBL1163125,414,6,GCN,T_K,3,68.8,71.63,0:02:20.167131
CHEMBL1163125,414,6,GCN,T_K,4,72.0,72.66,0:03:07.165037
CHEMBL1163125,414,6,GCN,T_K,5,74.4,73.01,0:03:54.059278
CHEMBL1163125,414,6,GCN,T_K,6,76.0,73.01,0:04:40.936181
CHEMBL1163125,414,6,GCN,T_K,7,77.6,72.32,0:05:27.769885
CHEMBL1163125,414,6,GCN,T_K,8,79.2,71.97,0:06:14.688706
CHEMBL1163125,414,6,GCN,T_K,9,79.2,71.97,0:07:01.489239
CHEMBL1163125,414,6,GCN,T_K,10,78.4,77.51,0:07:48.397095
CHEMBL1163125,414,6,GCN,T_K,11,79.2,77.16,0:08:35.287916
CHEMBL1163125,414,6,GCN,T_K,12,79.2,77.16,0:09:21.783635
CHEMBL1163125,414,6,GCN,T_K,13,78.4,80.28,0:10:08.540787
CHEMBL1163125,414,6,GCN,T_K,14,80.8,79.24,0:10:55.075155
CHEMBL1163125,414,6,GCN,T_K,15,80.0,78.55,0:11:41.610194
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,7,GCN,T_K,1,65.6,66.78,0:00:46.613237
CHEMBL1163125,414,7,GCN,T_K,2,67.2,67.47,0:01:33.377460
CHEMBL1163125,414,7,GCN,T_K,3,68.8,72.32,0:02:19.879446
CHEMBL1163125,414,7,GCN,T_K,4,76.8,73.7,0:03:06.391461
CHEMBL1163125,414,7,GCN,T_K,5,74.4,74.05,0:03:52.955881
CHEMBL1163125,414,7,GCN,T_K,6,76.8,76.12,0:04:39.678110
CHEMBL1163125,414,7,GCN,T_K,7,79.2,77.51,0:05:26.266223
CHEMBL1163125,414,7,GCN,T_K,8,76.8,78.89,0:06:12.812133
CHEMBL1163125,414,7,GCN,T_K,9,82.4,77.51,0:06:59.545945
CHEMBL1163125,414,7,GCN,T_K,10,82.4,78.55,0:07:46.550639
CHEMBL1163125,414,7,GCN,T_K,11,83.2,77.85,0:08:33.452339
CHEMBL1163125,414,7,GCN,T_K,12,83.2,78.89,0:09:20.317704
CHEMBL1163125,414,7,GCN,T_K,13,83.2,79.24,0:10:07.135971
CHEMBL1163125,414,7,GCN,T_K,14,83.2,79.24,0:10:54.062360
CHEMBL1163125,414,7,GCN,T_K,15,83.2,79.24,0:11:40.962498
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,8,GCN,T_K,1,71.2,66.09,0:00:46.496265
CHEMBL1163125,414,8,GCN,T_K,2,70.4,66.09,0:01:33.136048
CHEMBL1163125,414,8,GCN,T_K,3,71.2,67.47,0:02:19.783311
CHEMBL1163125,414,8,GCN,T_K,4,73.6,72.32,0:03:06.432206
CHEMBL1163125,414,8,GCN,T_K,5,74.4,72.66,0:03:53.126607
CHEMBL1163125,414,8,GCN,T_K,6,75.2,75.78,0:04:39.930290
CHEMBL1163125,414,8,GCN,T_K,7,76.8,75.43,0:05:26.732308
CHEMBL1163125,414,8,GCN,T_K,8,77.6,75.43,0:06:13.813046
CHEMBL1163125,414,8,GCN,T_K,9,76.0,74.74,0:07:00.343496
CHEMBL1163125,414,8,GCN,T_K,10,76.0,79.93,0:07:46.915214
CHEMBL1163125,414,8,GCN,T_K,11,76.0,79.93,0:08:33.499688
CHEMBL1163125,414,8,GCN,T_K,12,76.0,79.58,0:09:20.235205
CHEMBL1163125,414,8,GCN,T_K,13,76.8,79.93,0:10:07.025432
CHEMBL1163125,414,8,GCN,T_K,14,78.4,80.62,0:10:53.865109
CHEMBL1163125,414,8,GCN,T_K,15,76.8,80.28,0:11:40.776748
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,9,GCN,T_K,1,64.8,67.47,0:00:46.982309
CHEMBL1163125,414,9,GCN,T_K,2,72.0,70.93,0:01:33.848240
CHEMBL1163125,414,9,GCN,T_K,3,74.4,71.63,0:02:20.677870
CHEMBL1163125,414,9,GCN,T_K,4,70.4,75.78,0:03:07.509201
CHEMBL1163125,414,9,GCN,T_K,5,71.2,75.78,0:03:54.578530
CHEMBL1163125,414,9,GCN,T_K,6,72.0,76.47,0:04:41.456762
CHEMBL1163125,414,9,GCN,T_K,7,78.4,77.16,0:05:28.321407
CHEMBL1163125,414,9,GCN,T_K,8,78.4,76.47,0:06:15.068913
CHEMBL1163125,414,9,GCN,T_K,9,77.6,77.51,0:07:02.092391
CHEMBL1163125,414,9,GCN,T_K,10,76.8,79.58,0:07:48.966911
CHEMBL1163125,414,9,GCN,T_K,11,78.4,77.51,0:08:35.857096
CHEMBL1163125,414,9,GCN,T_K,12,78.4,78.55,0:09:22.750640
CHEMBL1163125,414,9,GCN,T_K,13,77.6,77.85,0:10:09.729153
CHEMBL1163125,414,9,GCN,T_K,14,80.0,77.51,0:10:56.597649
CHEMBL1163125,414,9,GCN,T_K,15,79.2,77.85,0:11:43.402394
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1163125,414,10,GCN,T_K,1,62.4,59.17,0:00:46.810295
CHEMBL1163125,414,10,GCN,T_K,2,62.4,59.17,0:01:33.600195
CHEMBL1163125,414,10,GCN,T_K,3,63.2,59.52,0:02:20.575986
CHEMBL1163125,414,10,GCN,T_K,4,53.6,55.71,0:03:07.514530
CHEMBL1163125,414,10,GCN,T_K,5,52.8,57.09,0:03:54.295778
CHEMBL1163125,414,10,GCN,T_K,6,52.0,57.44,0:04:40.883600
CHEMBL1163125,414,10,GCN,T_K,7,76.8,64.71,0:05:27.839481
CHEMBL1163125,414,10,GCN,T_K,8,76.0,64.71,0:06:14.668578
CHEMBL1163125,414,10,GCN,T_K,9,72.0,66.78,0:07:01.577994
CHEMBL1163125,414,10,GCN,T_K,10,72.8,66.09,0:07:48.267377
CHEMBL1163125,414,10,GCN,T_K,11,75.2,67.47,0:08:35.023811
CHEMBL1163125,414,10,GCN,T_K,12,73.6,67.47,0:09:21.674635
CHEMBL1163125,414,10,GCN,T_K,13,70.4,73.36,0:10:08.375463
CHEMBL1163125,414,10,GCN,T_K,14,69.6,74.74,0:10:54.907107
CHEMBL1163125,414,10,GCN,T_K,15,74.4,75.09,0:11:41.645947
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,1,GCN,T_K,1,67.42,60.06,0:00:49.247764
CHEMBL1914,440,1,GCN,T_K,2,70.45,66.23,0:01:38.733603
CHEMBL1914,440,1,GCN,T_K,3,66.67,65.26,0:02:28.176786
CHEMBL1914,440,1,GCN,T_K,4,68.18,66.23,0:03:17.759114
CHEMBL1914,440,1,GCN,T_K,5,68.94,66.88,0:04:07.258107
CHEMBL1914,440,1,GCN,T_K,6,69.7,67.53,0:04:56.694702
CHEMBL1914,440,1,GCN,T_K,7,76.52,71.75,0:05:46.131666
CHEMBL1914,440,1,GCN,T_K,8,71.97,73.05,0:06:35.738654
CHEMBL1914,440,1,GCN,T_K,9,72.73,73.38,0:07:25.270003
CHEMBL1914,440,1,GCN,T_K,10,74.24,74.35,0:08:14.760098
CHEMBL1914,440,1,GCN,T_K,11,75.76,74.68,0:09:04.247190
CHEMBL1914,440,1,GCN,T_K,12,75.76,75.0,0:09:53.910713
CHEMBL1914,440,1,GCN,T_K,13,77.27,75.0,0:10:43.407714
CHEMBL1914,440,1,GCN,T_K,14,77.27,76.95,0:11:32.832876
CHEMBL1914,440,1,GCN,T_K,15,77.27,76.3,0:12:22.132982
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,2,GCN,T_K,1,68.18,69.48,0:00:49.366602
CHEMBL1914,440,2,GCN,T_K,2,66.67,71.43,0:01:38.724340
CHEMBL1914,440,2,GCN,T_K,3,71.21,71.75,0:02:28.070843
CHEMBL1914,440,2,GCN,T_K,4,71.97,70.13,0:03:17.617984
CHEMBL1914,440,2,GCN,T_K,5,76.52,76.3,0:04:06.925202
CHEMBL1914,440,2,GCN,T_K,6,77.27,76.95,0:04:56.062777
CHEMBL1914,440,2,GCN,T_K,7,78.79,75.65,0:05:45.141675
CHEMBL1914,440,2,GCN,T_K,8,77.27,75.32,0:06:34.267622
CHEMBL1914,440,2,GCN,T_K,9,77.27,76.3,0:07:23.599167
CHEMBL1914,440,2,GCN,T_K,10,77.27,76.3,0:08:12.771679
CHEMBL1914,440,2,GCN,T_K,11,78.03,75.97,0:09:01.877638
CHEMBL1914,440,2,GCN,T_K,12,71.97,75.32,0:09:51.379984
CHEMBL1914,440,2,GCN,T_K,13,71.97,75.32,0:10:40.672232
CHEMBL1914,440,2,GCN,T_K,14,73.48,77.6,0:11:29.987333
CHEMBL1914,440,2,GCN,T_K,15,73.48,77.92,0:12:19.514515
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,3,GCN,T_K,1,76.52,68.83,0:00:49.407047
CHEMBL1914,440,3,GCN,T_K,2,73.48,70.45,0:01:38.988277
CHEMBL1914,440,3,GCN,T_K,3,72.73,69.48,0:02:28.277151
CHEMBL1914,440,3,GCN,T_K,4,74.24,69.81,0:03:17.606475
CHEMBL1914,440,3,GCN,T_K,5,74.24,69.81,0:04:06.849115
CHEMBL1914,440,3,GCN,T_K,6,74.24,71.43,0:04:56.240790
CHEMBL1914,440,3,GCN,T_K,7,79.55,74.03,0:05:45.552753
CHEMBL1914,440,3,GCN,T_K,8,79.55,75.32,0:06:34.882133
CHEMBL1914,440,3,GCN,T_K,9,78.79,74.35,0:07:24.157489
CHEMBL1914,440,3,GCN,T_K,10,78.79,74.35,0:08:13.634035
CHEMBL1914,440,3,GCN,T_K,11,78.79,74.35,0:09:02.882679
CHEMBL1914,440,3,GCN,T_K,12,78.79,74.35,0:09:52.176146
CHEMBL1914,440,3,GCN,T_K,13,78.79,75.97,0:10:41.556250
CHEMBL1914,440,3,GCN,T_K,14,81.06,78.57,0:11:31.022701
CHEMBL1914,440,3,GCN,T_K,15,79.55,78.25,0:12:20.366786
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,4,GCN,T_K,1,58.33,56.82,0:00:49.348772
CHEMBL1914,440,4,GCN,T_K,2,71.21,73.38,0:01:38.764794
CHEMBL1914,440,4,GCN,T_K,3,73.48,75.32,0:02:28.359358
CHEMBL1914,440,4,GCN,T_K,4,80.3,75.97,0:03:17.733952
CHEMBL1914,440,4,GCN,T_K,5,80.3,75.97,0:04:07.134380
CHEMBL1914,440,4,GCN,T_K,6,81.82,80.52,0:04:56.486264
CHEMBL1914,440,4,GCN,T_K,7,81.06,80.84,0:05:45.888907
CHEMBL1914,440,4,GCN,T_K,8,84.85,81.82,0:06:35.158497
CHEMBL1914,440,4,GCN,T_K,9,84.85,81.82,0:07:24.524639
CHEMBL1914,440,4,GCN,T_K,10,85.61,81.49,0:08:13.789338
CHEMBL1914,440,4,GCN,T_K,11,84.85,81.49,0:09:03.364045
CHEMBL1914,440,4,GCN,T_K,12,84.85,81.49,0:09:52.714673
CHEMBL1914,440,4,GCN,T_K,13,74.24,75.65,0:10:42.062050
CHEMBL1914,440,4,GCN,T_K,14,75.0,75.32,0:11:31.423073
CHEMBL1914,440,4,GCN,T_K,15,75.76,75.32,0:12:20.951996
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,5,GCN,T_K,1,46.21,46.43,0:00:49.271053
CHEMBL1914,440,5,GCN,T_K,2,47.73,48.7,0:01:38.824590
CHEMBL1914,440,5,GCN,T_K,3,51.52,48.7,0:02:28.134694
CHEMBL1914,440,5,GCN,T_K,4,63.64,68.83,0:03:17.657093
CHEMBL1914,440,5,GCN,T_K,5,68.18,69.48,0:04:07.167255
CHEMBL1914,440,5,GCN,T_K,6,75.0,75.32,0:04:56.635942
CHEMBL1914,440,5,GCN,T_K,7,77.27,74.03,0:05:46.202421
CHEMBL1914,440,5,GCN,T_K,8,78.79,74.68,0:06:35.875073
CHEMBL1914,440,5,GCN,T_K,9,82.58,77.6,0:07:25.250946
CHEMBL1914,440,5,GCN,T_K,10,81.82,77.92,0:08:14.829322
CHEMBL1914,440,5,GCN,T_K,11,82.58,78.25,0:09:04.239946
CHEMBL1914,440,5,GCN,T_K,12,82.58,78.25,0:09:53.782181
CHEMBL1914,440,5,GCN,T_K,13,82.58,78.25,0:10:43.252493
CHEMBL1914,440,5,GCN,T_K,14,85.61,78.9,0:11:32.721742
CHEMBL1914,440,5,GCN,T_K,15,86.36,78.9,0:12:22.299772
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,6,GCN,T_K,1,61.36,65.26,0:00:49.673358
CHEMBL1914,440,6,GCN,T_K,2,64.39,65.26,0:01:39.122538
CHEMBL1914,440,6,GCN,T_K,3,74.24,69.48,0:02:28.707226
CHEMBL1914,440,6,GCN,T_K,4,75.76,69.48,0:03:18.246760
CHEMBL1914,440,6,GCN,T_K,5,77.27,72.73,0:04:07.977223
CHEMBL1914,440,6,GCN,T_K,6,81.82,74.35,0:04:57.586122
CHEMBL1914,440,6,GCN,T_K,7,83.33,75.32,0:05:47.088185
CHEMBL1914,440,6,GCN,T_K,8,84.09,75.97,0:06:36.628903
CHEMBL1914,440,6,GCN,T_K,9,78.79,77.27,0:07:26.389861
CHEMBL1914,440,6,GCN,T_K,10,78.79,77.6,0:08:15.931211
CHEMBL1914,440,6,GCN,T_K,11,81.82,78.25,0:09:05.399242
CHEMBL1914,440,6,GCN,T_K,12,78.79,78.9,0:09:54.749230
CHEMBL1914,440,6,GCN,T_K,13,78.03,78.57,0:10:44.266117
CHEMBL1914,440,6,GCN,T_K,14,77.27,78.9,0:11:33.635974
CHEMBL1914,440,6,GCN,T_K,15,76.52,77.92,0:12:23.063163
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,7,GCN,T_K,1,45.45,49.68,0:00:49.366892
CHEMBL1914,440,7,GCN,T_K,2,75.76,69.16,0:01:38.999638
CHEMBL1914,440,7,GCN,T_K,3,74.24,69.48,0:02:28.375340
CHEMBL1914,440,7,GCN,T_K,4,78.03,71.75,0:03:17.825597
CHEMBL1914,440,7,GCN,T_K,5,80.3,72.08,0:04:07.150708
CHEMBL1914,440,7,GCN,T_K,6,80.3,74.03,0:04:56.702910
CHEMBL1914,440,7,GCN,T_K,7,79.55,73.7,0:05:46.161134
CHEMBL1914,440,7,GCN,T_K,8,81.82,73.38,0:06:35.577240
CHEMBL1914,440,7,GCN,T_K,9,80.3,78.57,0:07:24.909440
CHEMBL1914,440,7,GCN,T_K,10,80.3,78.57,0:08:14.461036
CHEMBL1914,440,7,GCN,T_K,11,80.3,78.9,0:09:03.887878
CHEMBL1914,440,7,GCN,T_K,12,78.79,78.25,0:09:53.325625
CHEMBL1914,440,7,GCN,T_K,13,74.24,78.57,0:10:42.682090
CHEMBL1914,440,7,GCN,T_K,14,74.24,78.9,0:11:32.098481
CHEMBL1914,440,7,GCN,T_K,15,77.27,81.82,0:12:21.466986
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,8,GCN,T_K,1,50.0,50.0,0:00:49.424147
CHEMBL1914,440,8,GCN,T_K,2,50.0,50.0,0:01:38.849415
CHEMBL1914,440,8,GCN,T_K,3,58.33,58.77,0:02:28.396042
CHEMBL1914,440,8,GCN,T_K,4,69.7,64.29,0:03:17.813083
CHEMBL1914,440,8,GCN,T_K,5,83.33,71.43,0:04:07.223677
CHEMBL1914,440,8,GCN,T_K,6,76.52,77.27,0:04:56.661981
CHEMBL1914,440,8,GCN,T_K,7,78.79,76.95,0:05:46.344920
CHEMBL1914,440,8,GCN,T_K,8,78.79,77.6,0:06:35.748979
CHEMBL1914,440,8,GCN,T_K,9,80.3,78.57,0:07:25.210073
CHEMBL1914,440,8,GCN,T_K,10,80.3,78.25,0:08:14.591361
CHEMBL1914,440,8,GCN,T_K,11,78.03,77.27,0:09:04.132149
CHEMBL1914,440,8,GCN,T_K,12,77.27,76.95,0:09:53.521002
CHEMBL1914,440,8,GCN,T_K,13,78.79,77.27,0:10:42.985890
CHEMBL1914,440,8,GCN,T_K,14,78.79,78.57,0:11:32.404824
CHEMBL1914,440,8,GCN,T_K,15,83.33,82.79,0:12:21.902959
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,9,GCN,T_K,1,50.0,49.68,0:00:49.337497
CHEMBL1914,440,9,GCN,T_K,2,65.91,59.42,0:01:38.721025
CHEMBL1914,440,9,GCN,T_K,3,71.97,67.53,0:02:28.139783
CHEMBL1914,440,9,GCN,T_K,4,75.76,72.08,0:03:17.676556
CHEMBL1914,440,9,GCN,T_K,5,76.52,70.78,0:04:07.014956
CHEMBL1914,440,9,GCN,T_K,6,78.79,74.68,0:04:56.381844
CHEMBL1914,440,9,GCN,T_K,7,78.79,74.03,0:05:45.844498
CHEMBL1914,440,9,GCN,T_K,8,78.79,73.38,0:06:35.381760
CHEMBL1914,440,9,GCN,T_K,9,79.55,74.35,0:07:24.784400
CHEMBL1914,440,9,GCN,T_K,10,79.55,74.35,0:08:14.222499
CHEMBL1914,440,9,GCN,T_K,11,81.06,73.38,0:09:03.597567
CHEMBL1914,440,9,GCN,T_K,12,81.06,73.7,0:09:53.140435
CHEMBL1914,440,9,GCN,T_K,13,82.58,75.0,0:10:42.614816
CHEMBL1914,440,9,GCN,T_K,14,82.58,75.0,0:11:32.080643
CHEMBL1914,440,9,GCN,T_K,15,82.58,74.68,0:12:21.655671
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL1914,440,10,GCN,T_K,1,70.45,71.43,0:00:49.629259
CHEMBL1914,440,10,GCN,T_K,2,68.18,71.43,0:01:39.135783
CHEMBL1914,440,10,GCN,T_K,3,70.45,73.38,0:02:28.575642
CHEMBL1914,440,10,GCN,T_K,4,70.45,73.7,0:03:18.035827
CHEMBL1914,440,10,GCN,T_K,5,74.24,71.43,0:04:07.565276
CHEMBL1914,440,10,GCN,T_K,6,74.24,71.75,0:04:57.047361
CHEMBL1914,440,10,GCN,T_K,7,76.52,75.65,0:05:46.511824
CHEMBL1914,440,10,GCN,T_K,8,75.76,74.35,0:06:35.944745
CHEMBL1914,440,10,GCN,T_K,9,75.76,74.35,0:07:25.636170
CHEMBL1914,440,10,GCN,T_K,10,73.48,77.27,0:08:15.177097
CHEMBL1914,440,10,GCN,T_K,11,75.76,76.95,0:09:04.674047
CHEMBL1914,440,10,GCN,T_K,12,68.94,71.43,0:09:54.139679
CHEMBL1914,440,10,GCN,T_K,13,71.21,73.05,0:10:43.755849
CHEMBL1914,440,10,GCN,T_K,14,71.97,74.03,0:11:33.159883
CHEMBL1914,440,10,GCN,T_K,15,71.21,73.7,0:12:22.515489
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,1,GCN,T_K,1,59.29,59.77,0:00:41.963812
CHEMBL204,374,1,GCN,T_K,2,73.45,75.86,0:01:24.011791
CHEMBL204,374,1,GCN,T_K,3,75.22,78.54,0:02:05.933391
CHEMBL204,374,1,GCN,T_K,4,74.34,80.08,0:02:48.131687
CHEMBL204,374,1,GCN,T_K,5,74.34,79.69,0:03:30.119821
CHEMBL204,374,1,GCN,T_K,6,76.99,79.31,0:04:12.178349
CHEMBL204,374,1,GCN,T_K,7,76.99,78.54,0:04:54.373333
CHEMBL204,374,1,GCN,T_K,8,76.99,78.54,0:05:36.562187
CHEMBL204,374,1,GCN,T_K,9,76.99,78.93,0:06:18.798409
CHEMBL204,374,1,GCN,T_K,10,76.99,78.54,0:07:01.024452
CHEMBL204,374,1,GCN,T_K,11,76.99,78.54,0:07:43.394080
CHEMBL204,374,1,GCN,T_K,12,77.88,79.31,0:08:25.463128
CHEMBL204,374,1,GCN,T_K,13,77.88,77.78,0:09:07.693004
CHEMBL204,374,1,GCN,T_K,14,77.88,79.31,0:09:49.914497
CHEMBL204,374,1,GCN,T_K,15,77.88,79.31,0:10:31.956065
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,2,GCN,T_K,1,57.52,65.52,0:00:41.996971
CHEMBL204,374,2,GCN,T_K,2,54.87,65.13,0:01:23.979280
CHEMBL204,374,2,GCN,T_K,3,58.41,62.07,0:02:05.990720
CHEMBL204,374,2,GCN,T_K,4,56.64,63.98,0:02:47.925307
CHEMBL204,374,2,GCN,T_K,5,59.29,63.22,0:03:29.969958
CHEMBL204,374,2,GCN,T_K,6,71.68,71.26,0:04:11.941966
CHEMBL204,374,2,GCN,T_K,7,71.68,71.26,0:04:53.935671
CHEMBL204,374,2,GCN,T_K,8,70.8,70.5,0:05:35.874047
CHEMBL204,374,2,GCN,T_K,9,70.8,70.5,0:06:17.903656
CHEMBL204,374,2,GCN,T_K,10,72.57,74.33,0:07:00.030642
CHEMBL204,374,2,GCN,T_K,11,71.68,74.33,0:07:41.914838
CHEMBL204,374,2,GCN,T_K,12,78.76,78.54,0:08:23.887609
CHEMBL204,374,2,GCN,T_K,13,78.76,78.16,0:09:05.773715
CHEMBL204,374,2,GCN,T_K,14,76.11,78.93,0:09:47.775274
